volume_id,volume_title,volume_long_title,volume_subtitle,volume_short_title,volume_lds_url,book_id,book_title,book_long_title,book_subtitle,book_short_title,book_lds_url,chapter_id,chapter_number,verse_id,verse_number,scripture_text
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1190,1,31113,11,"11 Ket bimmabada ken nagturong iti rabaw ti daga; ket immay ti immuna ket nagtakder iti sango ti amak, ket nangted kenkuana iti libro , ket imbilinna kenkuana a basaenna."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1190,1,31114,12,"12 Ket napasamak a bayat iti panagbasana, napno isuna ti Espiritu ti Apo."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1190,1,31115,13,"13 Ket nabasana, a kunana: Kaasika pay, kaasika pay, Jerusalem, gapu ta nakitak dagiti kinarimonmo ! Wen, ket adu a banag ti nabasa ti amak maipapan iti Jerusalem —a madadael daytoy, ken dagiti umili idiay; adu ti matayto iti espada, ket adu ti maalanto kas balud iti Babilonia."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1190,1,31116,14,"14 Ket napasamak nga idi nabasa ken nakita ti amak dagiti adu a naindaklan ken nakaskasdaaw a bambanag, nangipukkaw isuna ti adu a bambanag maipapan iti Apo; kas iti: Naindaklan ken nakaskasdaaw dagitoy aramidmo, O Apo Dios a Mannakabalin-amin! Nangato ti tronom iti langit, ken ti bilegmo, ken kinasayaatmo, ken kinamanangngaasim adda kadagiti amin nga agnanaed iti daga, ken, gapu ta manangngaasika, saanmo nga ipalubos a mapukaw dagiti umay kenka!"
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1190,1,31117,15,"15 Ket iti kastoy a wagas ti pagsasao ti amak iti panangdayaw iti Diosna; gapu ta talaga a nagragsak ti kararuana, ket napno ti intero a pusona, gapu kadagiti bambanag a nakitana, wen, nga impakita ti Apo kenkuana."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1190,1,31118,16,"16 Ket ita siak, ni Nephi, saanko nga aramiden ti naan-anay a salaysay dagiti banag a naisurat ti amak, gapu ta adu dagiti naisuratna a banag a nakitana kadagiti parmata ken tagtagainepna; ken adu met dagiti naisuratna a banag nga impadtona ken imbagana kadagiti annakna, ket iti daytoy saanko nga aramiden ti naan-anay a salaysay."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1190,1,31119,17,"17 Ngem mangaramidak iti maysa a salaysay dagiti mapaspasamak iti panagbiagko. Kitaem, agaramidak ti panangyababa ti kasuratan ti amak, kadagiti pinanid nga inaramid dagiti bukodko nga ima; ngarud, kalpasan ti panangyababak iti kasuratan ti amak mangaramidakto iti salaysay ti bukodko a biag."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1190,1,31120,18,"18 Ngarud, kayatko koma a maammuanyo, a kalpasan ti panangipakita ti Apo kadagiti adu a nakaskasdaaw a bambanag iti amak, a ni Lehi, wen, maipapan iti pannakadadael ti Jerusalem, kitaen napan isuna kadagiti tattao, ket rinugianna ti nangipadto ken nangipakdaar kadakuada maipapan kadagiti bambanag nga agpada a nakita ken nangngegna."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1190,1,31121,19,"19 Ket napasamak nga inuy-uyaw dagiti Hudio gapu kadagiti bambanag a pinaneknekanna maipanggep kadakuada; gapu ta pudno a pinaneknekanna ti kinadakes ken kinarimonda; ken pinaneknekanna a dagiti bambanag a nakita ken nangngegna, ken kasta met dagiti bambanag a nabasana iti libro, inparangarangda a silalawag ti yaay ti Mesias , ken kasta met ti pannakasubbot ti lubong."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1190,1,31122,20,"20 Ket idi nangngeg dagiti Hudio dagitoy a bambanag nakapungtotda kenkuana; wen, kas met kadagiti propeta idi ugma, a pinagtalawda , ken binato, ken pinatayda; ken ginandatda a papatayen isuna, tapno gudasenda. Ngem kitaen, siak, ni Nephi, ipakitak kadakayo nga adda dagiti nadungngo nga kinaasi ti Apo kadagiti amin a pinilina, gapu iti pammatida, tapno pagbalinenna ida a nabileg agingga iti bileg ti pakaisalakan."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31123,1,"1 Ket kitaen, napasamak a nakisarita ti Apo iti amak, wen, uray pay iti tagainep, ket kinunana kenkuana: Naparaburanka Lehi, gapu kadagiti bambanag a naaramidmo; ken gapu ta napudnoka ken indeklaram kadagiti tattao dagiti bambanag nga imbilinko kenka, kitaen, ikagumaanda a kettelen ti biagmo."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31124,2,"2 Ket napasamak a binilin ti Apo ti amak, uray iti maysa a tagainep , a masapul nga ikuyogna ti pamiliana ket mapanda iti let-ang."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31125,3,"3 Ket napasamak a natulnog isuna kadagiti sao ti Apo, gapuna inaramidna ti imbilin ti Apo kenkuana."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31126,4,"4 Ket napasamak a napan isuna iti let-ang. Ket pinanawanna ti balayna, ken dagiti tinawidna a daga, ken ti balitokna, ken ti pirakna, ken dagiti napapateg a bambanagna, ket awan ti intugotna, malaksid iti pamiliana, ken dagiti probisionna, ken dagiti tolda, ket napanda iti let-ang."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31127,5,"5 Ket bimmaba isuna iti beddeng nga asideg ti igid ti Nalabaga a Baybay ; ket nagdaliasat iti let-ang iti beddeng nga as-asideg iti Nalabaga a Baybay; ket nagdaliasat iti let-ang a kaduana ti pamiliana, a buklen ti inak, a ni Saria, ken dagiti inauna a lallaki a kakabsatko, da Laman , Lemuel, ken Sam."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31128,6,"6 Ket napasamak nga idi nakadaliasat isuna iti tallo nga aldaw iti let-ang, impatakderna ti toldana iti tanap iti abay ti maysa a karayan."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31129,7,"7 Ket napasamak a nangibangon isuna iti maysa nga altar a bato , ken nangidaton iti Apo, ken nagyaman iti Apo a Diostayo."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31130,8,"8 Ket napasamak a ninagananna ti karayan, ti Laman, ket nagayus iti Nalabaga a Baybay; ket adda ti tanap kadagiti beddeng nga asideg ti ungtona."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31131,9,"9 Ket idi nakita ti amak nga agayus ti danum ti karayan iti lukong ti Nalabaga a Baybay, kinasaritana ni Laman, kinunana: O sapay koma ta agbalinka a kas iti daytoy a karayan, nga agtultuloy nga agay-ayus iti ubbog ti amin a kinalinteg!"
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31132,10,"10 Ket kinasaritana met ni Lemuel: O sapay koma ta agbalinka a kas iti daytoy a tanap, a nakired ken natibker, ken saan a maisin iti panagtungpal kadagiti bilin ti Apo!"
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31133,11,"11 Ita kinunana daytoy gapu iti kinasukir da Laman ken Lemuel; gapu ta kitaen adu a bambanag ti indaydayamudomda a kontra iti amada , agsipud ta managparmata a tao isuna, ken inturongna ida a rimmuar iti daga ti Jerusalem, tapno panawanda ti daga a tinawidda, ken ti balitokda, ken ti pirakda, ken dagiti napapateg a bambanagda, tapno matayda iti langalang. Ket kinunada nga inaramidna daytoy gapu kadagiti minamaag nga arapaap ti pusona."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31134,12,"12 Ket ngarud, agsipud ta in-inauna da Laman ken Lemuel, nagdayamudomda maibusor iti amada. Ket nagdayamudomda gapu ta saanda nga ammo dagiti pannakilangen ti Dios a nangparsua kadakuada."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31135,13,"13 Saanda pay a mamati a ti Jerusalem, ti naindaklan a siudad, ket mabalin a madadael a mayannurot iti sao dagiti propeta. Ket mayarigda kadagiti Hudio nga adda iti Jerusalem, a nangpanggep a mangkettel iti biag ti amak."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31136,14,"14 Ket napasamak a kinasao ti amak ida iti tanap ti Lemuel, nga addaan iti pannakabalin , gapu ta napnuan iti Espiritu, agingga a nagtigerger dagiti bagida iti sangona. Ket tinubngarna ida, a saanda a naitured ti nagsao iti maibusor kenkuana; gapuna, nagtungpalda kas iti imbilinna."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31137,15,15 Ket nagnaed ti amak iti tolda.
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31138,16,"16 Ket napasamak a siak, ni Nephi, nupay ubingak unay, ngem dakkel ti pammagik, ken addaan met iti nasged a tarigagay a mangammo kadagiti palimed ti Dios, gapuna, immawagak iti Apo; ket kitaen sinarungkarannak a talaga, ket pinaluknengna ti pusok ta talaga a namatiak kadagiti amin a balikas nga imbaga ti amak ; ngarud, saanak a nagrebelde kontra kenkuana a kas kadagiti lallaki a kakabsatko."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31139,17,"17 Ket kinasaritak ni Sam, tapno maipakaammo kenkuana dagiti bambanag nga imparangarang ti Apo kaniak babaen ti Espiritu Santona. Ket napasamak a namati isuna kadagiti balikasko."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31140,18,"18 Ngem kitaen, nagkedkedda a dumngeg da Laman ken Lemuel kadagiti balikasko; ket nagladingitak gapu iti kinatangken dagiti pusoda, ket nagkararagak iti Apo para kadakuada."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31141,19,"19 Ket napasamak a kinasaritanak ti Apo, a kunana: Naparaburanka, Nephi, gapu iti pammatim , ta sigagagetka nga am-ammuennak, nga addaan iti napakumbaba a puso."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31142,20,"20 Ket no tungpalemto dagiti bilinko, rumang-aykanto , ken maiturongkanto iti naikari a daga ; wen, uray iti daga nga insaganak nga agpaay kenka; wen, iti daga a kasayaatan kadagiti amin a daga."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31143,21,"21 Ket no agsukirda kadagiti kakabsatmo a lallaki a maibusor kenka, mailaksiddanto manipud iti imatang ti Apo."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31144,22,"22 Ket no la ket tungpalemto dagiti bilinko, maitudingka a kas agturay ken manursuro kadagiti lallaki a kakabsatmo."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31145,23,"23 Ket kitaen, iti dayta nga aldaw nga agrebeldeda kontra kaniak, ilunodkonto ida uray iti nakaro a lunod, ket awanto ti bilegda kadagiti kaputotam malaksid no agrebeldedanto met kaniak."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1191,2,31146,24,"24 Ket no ngarud agrebeldeda kontra kaniak, agbalindanto a saplit kadagiti kaputotam, tapno gutugoten ida kadagiti wagas a pakalaglagipan."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31147,1,"1 Ket napasamak a siak, ni Nephi, nagsubliak manipud iti pannakisarsaritak iti Apo, iti tolda ti amak."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31148,2,"2 Ket napasamak a kinasaritanak, kunana: Kitaen nagtagainepak ket iti tagainepko , binilinnak ti Apo nga agsublika ken dagiti lallaki a kakabsatmo idiay Jerusalem."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31149,3,"3 Ket kitaem, adda ken ni Laban ti kasuratan maipapan kadagiti Hudio ken kasta met ti kapuonan dagiti ammak, ket naikitikitda kadagiti pinanid a gambang."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31150,4,"4 Ngarud, binilinnak ti Apo a masapul a mapanka ken dagiti lallaki a kakabsatmo iti balay ni Laban, ket birokenyo dagiti kasuratan, ken iyegyo ida ditoy let-ang."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31151,5,"5 Ket ita, kitaem agdaydayamudom dagiti lallaki a kakabsatmo, a ibagbagada a narigat a banag ti ipaaramidko kadakuada; ngem kitaen saan a siak ti agpaaramid iti daytoy kadakuada, ngem bilin daytoy ti Apo."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31152,6,"6 Ngarud a mapanka, anakko, maparaburankanto ti Apo, agsipud ta saanka nagdayamudom."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31153,7,"7 Ket napasamak a siak, ni Nephi, kinunak iti amak: mapanak ket aramidek dagiti banag nga imbilin ti Apo, ta ammok a saan a mangted ti Apo iti bilbilin kadagiti annak ti tattao, malaksid no mangisagana isuna iti wagas para kadakuada tapno matungpalda ti banag nga imbilinna kadakuada."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31154,8,"8 Ket napasamak a kasta unay ti ragsak ti amak idi nangngegna dagitoy a balikas, agsipud ta ammona a nabendisionanak ti Apo."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31155,9,"9 Ket siak, ni Nephi, ket linasatmi ken dagiti lallaki a kakabsatko ti let-ang, intugotmi dagiti toldami, tapno mapan iti daga ti Jerusalem."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31156,10,"10 Ket napasamak nga idi nakadanonkami iti daga ti Jerusalem, nagsarita ti tunggal maysa kadakami, siak ken dagiti kabsatko a lallaki."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31157,11,"11 Ket nagbibinnunotankami —no siasino kadakami ti nasken a mapan iti balay ni Laban. Ket napasamak a ni Laman ti nabunot; ket napan ni Laman iti balay ni Laban, ket kinasaritana bayat ti panagtugawna iti balayna."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31158,12,"12 Ket kiniddawna ken ni Laban nga alaenna dagiti kasuratan a naikitikit kadagiti pinanid a gambang, a naglaon iti kapuonan ti amak."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31159,13,"13 Ket kitaem, napasamak a nagpungtot ni Laban, ket pinapanawna isuna iti imatangna; ket saanna nga impalubos a maalana dagiti kasuratan. Ngarud, kinunana kenkuana: Kitaen maysaka a mannanakaw, ket papatayenka."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31160,14,"14 Ngem naglibas ni Laman iti imatangna, ket insaritana kadakami dagiti bambanag nga inaramid ni Laban. Ket nangrugi ti kasta unay a ladingitmi, ket agsubli koman dagiti lallaki a kakabsatko iti amak iti let-ang."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31161,15,"15 Ngem kitaem kinunak kadakuada: Agingga a sibibiag ti Apo, ken sibibiagtayo, saantayonto nga agsubli iti amatayo iti let-ang agingga a matungpaltayo ti imbilin ti Apo kadatayo."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31162,16,"16 Ngarud, napudnotayo koma a mangtungpal kadagiti bilin ti Apo; ngarud intayo iti daga ti amatayo a tawid , ta kitaen imbatina idiay ti balitok ken pirak, ken dagiti amin a kita ti kinabaknang. Ket naaramidna amin dagitoy gapu kadagiti bilin ti Apo."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31163,17,"17 Agsipud ta ammona a nasken a ti Jerusalem ket madadael , gapu iti kinadakes dagiti tattao."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31164,18,"18 Ta kitaem, linaksidda dagiti balikas dagiti propeta. Ngarud, no nagnaed koma ti amak iti dayta a daga kalpasan a naibilin kenkuana a panawanna ti daga, kitaen, natay koma met isuna. Ngaurd, nasken a pumanaw isuna iti dayta a daga."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31165,19,"19 Ket kitaen, maysa daytoy a sirib ti Dios a nasken nga alaenmi dagitoy a kasuratan , tapno mataginayonmi nga agpaay kadagiti annakmi ti pagsasao dagiti ammami;"
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31166,20,"20 Ken kasta met a tapno mataginayontayo nga agpaay kadakuada dagiti balikas a naisao babaen kadagiti amin a nasantuan a propeta, a naited kadakuada babaen ti Espiritu ken bileg ti Dios, manipud idi nangrugi ti lubong, uray pay inggana ti agdama a panawen."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31167,21,"21 Ket napasamak nga iti kastoy a wagas ti pagsasao talaga a naallukoyko dagiti lallaki a kakabsatko, tapno agbalinda a napudno iti panangtungpal kadagiti bilin ti Dios."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31168,22,"22 Ket napasamak a napankami iti daga a tawidmi, ket pinagtitiponmi dagiti balitokmi , ken dagiti pirakmi, ken dagiti napateg a sanikuami."
3,Book of Mormon,The Book of Mormon,Another Testament of Jesus Christ,BoM,bofm,67,1 Nephi,The First Book of Nephi,His Reign and Ministry,1 Ne,bofm/1-ne,1192,3,31169,23,"23 Ket kalpasan nga idi napagtitiponmi dagitoy a bambanag, napankami manen iti balay ni Laban."
